GrPetYear,pe,shr,rvn,opInm,eps,tAssts,tEqu,bvps,ROtA,5meanROtA,cur,old
0679.HK,0.0,-100.0,-4.21,0.0,-100.0,14.04,17.35,17.35,-1.81,0.79,HKD,2013
0680.HK,-0.95,0.0,17.56,16.54,18.68,15.58,-2.02,-2.02,0.0,1.82,HKD,2011
0681.HK,4.51,0.87,10.0,0.1,0.0,7.9,11.21,11.11,1.64,6.58,CNY,2013
068270.KS,37.07,1.15,29.29,23.08,18.87,12.89,16.02,15.83,12.6,11.13,KRW,2013
068290.KS,29.88,-100.0,-10.42,-4.33,-100.0,5.51,10.04,10.04,1.65,2.55,KRW,2013
0682.HK,-4.69,0.01,-30.74,-40.44,-44.5,-37.71,-38.66,-38.65,-7.3,-135.68,CNY,2013
068330.KS,0.0,0.0,8.6,18.46,16.11,9.04,10.33,10.33,6.73,8.6,KRW,2013
0683.HK,8.56,0.08,0.48,-11.73,-12.86,-29.23,4.1,4.1,44.3,8.26,HKD,2013
068400.KS,21.45,5.82,11.3,8.79,-4.0,17.45,11.74,11.09,0.63,0.52,KRW,2013
0684.HK,0.0,-100.0,-16.14,0.0,-100.0,-3.54,-0.43,-0.43,-2.22,1.15,HKD,2014
0685.HK,-86.32,-0.0,-13.09,-31.5,0.0,-8.38,-4.18,-4.18,-0.11,-2.16,USD,2014
0686.HK,0.0,-100.0,35.7,0.0,-100.0,32.85,37.1,37.1,0.82,-2.09,CNY,2013
068760.KS,0.0,4.16,24.78,19.83,19.5,5.79,8.7,8.35,4.65,0.3,KRW,2013
0687.HK,0.0,-100.0,-4.57,-25.57,-100.0,-9.2,-5.98,-5.98,0.21,-0.76,HKD,2013
0688.HK,5.9,3.29,12.11,5.17,-0.36,16.46,17.05,16.51,2.55,5.54,HKD,2013
0689.HK,-3.36,27.6,-7.37,-9.84,-45.39,-4.82,6.24,4.89,-10.78,-16.04,HKD,2013
069080.KS,0.0,-0.58,14.41,45.88,51.23,16.99,17.93,18.03,11.83,13.76,KRW,2013
0690.HK,0.0,-100.0,20.32,0.0,-100.0,-11.45,-13.24,-13.24,14.75,-46.84,HKD,2013
0691.HK,5.87,4.96,2.95,-0.99,-8.0,-0.27,8.44,8.04,2.6,9.33,CNY,2013
069260.KS,8.15,-0.43,5.01,7.78,5.19,2.16,5.45,5.47,8.76,10.36,KRW,2013
0693.HK,0.0,-100.0,4.4,0.34,-100.0,4.49,-0.23,-0.23,1.91,2.61,HKD,2013
069460.KS,31.61,-100.0,2.52,22.31,-100.0,2.42,9.45,9.45,3.85,0.32,KRW,2013
0694.HK,0.0,-100.0,-12.24,0.0,-100.0,0.26,0.27,0.27,-11.02,3.34,CNY,2013
0695.HK,0.0,-100.0,-2.31,0.0,-100.0,7.18,3.76,3.76,-4.24,9.29,CNY,2013
069620.KS,24.37,0.36,7.24,-2.45,-3.88,11.67,3.83,3.81,3.26,0.07,KRW,2013
069640.KS,-1.97,4.58,0.51,0.0,0.0,1.82,-13.57,-12.98,-16.84,-6.84,KRW,2013
0696.HK,0.0,-100.0,1.62,-6.11,-100.0,2.19,0.79,0.79,2.71,61.8,CNY,2013
069730.KS,2.6,0.0,4.28,25.33,36.02,2.71,6.79,6.79,11.15,4.18,KRW,2013
0697.HK,20.12,16.3,-22.17,0.03,0.0,-7.87,4.29,3.69,6.91,3.04,HKD,2013
0698.HK,0.0,-100.0,8.5,-7.72,-100.0,13.21,13.32,13.32,2.97,3.42,HKD,2013
069960.KS,7.05,-3.46,14.07,-2.23,-4.48,8.91,4.74,4.91,1.37,2.79,KRW,2013
0699.HK,-2.03,-1.51,12.4,0.0,54.17,10.11,77.23,78.42,0.0,-3.36,CNY,2013
06N.WA,-55.74,-0.0,-100.0,0.0,-29.41,-12.05,17.8,17.8,-2.0,-8.92,PLN,2013
0700.HK,15.45,0.42,27.93,18.42,31.42,34.82,32.21,32.07,13.63,12.85,CNY,2013
0701.HK,0.0,-100.0,-8.31,0.0,-100.0,2.96,2.56,2.56,-5.07,-1.67,HKD,2013
0702.HK,0.0,-100.0,43.09,0.0,-100.0,0.92,-12.73,-12.73,-20.2,-14.43,HKD,2013
0703.HK,-1.36,1.11,-10.15,0.0,0.0,-4.26,-9.67,-9.56,-14.47,-7.54,HKD,2013
0704.HK,-2.58,10.22,-3.06,0.0,-31.66,-0.88,0.0,0.0,0.0,3.3,HKD,2012
0706.HK,-0.74,18.1,16.89,3.57,-8.53,11.56,9.2,7.79,0.0,-24.39,HKD,2009
0707.HK,0.0,-100.0,-16.78,4.63,-100.0,-12.02,0.0,0.0,-140.75,-90.65,CNY,2013
0708.HK,-3.36,2.63,50.13,0.0,0.0,94.0,0.0,0.0,0.0,-6.53,CNY,2011
070960.KS,-18.39,2.97,0.88,0.0,0.0,0.73,2.86,2.78,-1.41,0.27,KRW,2014
0709.HK,22.09,0.22,-5.59,-13.84,-15.39,-1.0,-2.43,-2.42,0.0,10.49,HKD,2012
071050.KS,4.61,1.14,17.97,21.49,30.4,16.87,12.49,12.35,0.74,1.05,KRW,2013
071055.KS,3.68,1.14,17.97,21.49,30.4,16.87,12.49,12.35,0.74,1.05,KRW,2013
071090.KS,16.12,0.04,6.89,110.27,0.0,1.78,1.34,1.34,3.95,-1.06,KRW,2013
0710.HK,0.0,-100.0,17.03,8.86,-100.0,13.57,9.97,9.97,7.05,1.85,HKD,2013
0711.HK,0.0,-100.0,2.49,7.94,-100.0,2.98,4.48,4.48,1.44,1.21,HKD,2014
071200.KS,0.0,0.86,2.73,12.25,-37.96,6.95,8.9,8.83,0.09,6.18,KRW,2013
0712.HK,-1.91,10.33,-30.14,0.0,-18.65,-21.28,0.0,0.0,-16.73,-32.54,CNY,2013
071320.KS,-2.07,0.0,4.21,0.0,0.0,4.56,0.42,0.42,-2.49,-2.65,KRW,2013
0713.HK,0.0,-100.0,-4.98,12.71,-100.0,8.9,6.09,6.09,-6.66,25.2,HKD,2013
0715.HK,-0.13,6.75,-11.99,0.0,0.0,10.84,-16.16,-15.13,-14.67,-4.59,HKD,2013
071670.KS,0.0,-0.19,2.27,0.0,0.0,3.31,2.1,2.1,1.95,0.9,KRW,2013
0716.HK,0.0,-100.0,-5.43,5.07,-100.0,-5.79,-0.05,-0.05,5.71,4.19,USD,2013
0717.HK,-1.24,7.53,1.65,2.58,0.0,4.09,11.03,10.25,-5.26,0.74,HKD,2013
071840.KS,-0.4,0.0,-0.59,0.0,0.0,-1.23,-2.29,-2.29,-32.77,-0.59,KRW,2013
0718.HK,0.0,-100.0,88.8,62.74,-100.0,19.27,-9.99,-9.99,-40.87,-13.7,HKD,2013
071950.KS,-15.87,2.58,1.16,0.0,-18.44,-2.81,-8.3,-8.09,-2.23,-0.98,KRW,2013
071970.KS,13.11,108.42,-18.25,0.0,0.0,-14.36,5.37,2.58,3.43,-12.3,KRW,2013
0719.HK,7.93,1.36,10.05,28.94,29.26,8.86,9.68,9.55,5.28,4.72,CNY,2013
0720.HK,-9.54,6.67,-33.99,11.08,0.57,1.36,8.95,8.39,-10.85,-3.88,HKD,2013
072130.KS,15.22,0.45,-5.1,-8.35,0.0,-1.92,-1.96,-1.95,3.74,3.61,KRW,2013
0721.HK,-1.53,10.09,-12.2,-5.72,8.42,-8.09,-5.95,-5.4,-35.38,-14.67,HKD,2013
0722.HK,8.35,4.92,7.51,3.47,3.18,22.57,40.03,38.15,8.88,6.05,HKD,2015
0724.HK,0.0,-100.0,-12.79,34.35,-100.0,-20.33,0.0,0.0,-95.89,-43.59,HKD,2013
0725.HK,8.29,0.0,-3.96,-5.55,-3.48,0.71,1.95,1.95,2.48,-0.18,HKD,2013
0726.HK,-3.94,35.45,134.57,0.0,-5.63,66.02,111.23,82.12,-2.65,1.15,HKD,2013
072710.KS,8.21,-0.0,8.82,19.08,-3.9,3.41,4.45,4.45,2.46,3.82,KRW,2013
0727.HK,-0.2,9.39,11.39,3.25,17.98,19.88,0.0,0.0,-24.46,-0.42,HKD,2013
0728.HK,0.0,-100.0,4.59,2.21,-100.0,4.51,5.03,5.03,3.65,3.48,CNY,2013
0729.HK,0.0,32.48,40.93,0.0,30.9,41.21,0.0,0.0,0.0,-24.71,HKD,2010
0730.HK,14.52,14.42,23.39,19.1,4.82,4.47,5.62,4.91,1.72,-0.93,HKD,2013
0731.HK,0.13,11.61,-13.78,-23.72,10.99,-12.5,-12.06,-10.81,34.89,-19.94,HKD,2013
073240.KS,-23.76,6.88,-0.43,-31.33,0.0,-0.09,1.14,1.06,-1.65,-3.27,KRW,2013
0732.HK,0.0,-100.0,-0.77,-11.62,-100.0,5.56,4.19,4.19,1.23,1.36,HKD,2013
0733.HK,-3.0,3.69,-4.75,0.0,0.0,3.53,3.94,3.8,-11.55,3.83,HKD,2013
073490.KS,0.0,1.29,5.91,15.63,11.28,8.0,5.79,5.72,7.44,4.22,KRW,2013
0736.HK,1.52,61.52,24.8,0.0,0.0,4.55,2.99,1.85,1.33,-40.45,HKD,2013
0737.HK,0.0,-100.0,-11.96,-9.19,-100.0,-3.14,-5.53,-5.53,4.26,10.48,CNY,2013
0738.HK,0.0,-100.0,-14.03,0.0,-100.0,-6.59,-6.36,-6.36,-0.33,1.99,CNY,2014
0743.HK,12.68,0.08,3.06,-3.42,-7.2,2.22,6.7,6.69,2.04,10.86,CNY,2013
0745.HK,-1.01,-100.0,34.68,0.0,-100.0,-16.96,-11.57,-11.57,-40.54,-187.0,HKD,2014
074610.KS,-9.72,16.35,6.09,0.0,25.91,32.14,29.71,25.54,-32.54,-14.42,KRW,2013
0746.HK,3.15,0.38,14.61,15.43,15.1,9.05,12.75,12.7,0.0,14.15,HKD,2012
0747.HK,-1.13,4.13,-23.68,0.0,0.0,-6.21,0.6,0.58,-16.22,-10.39,CNY,2013
0750.HK,0.0,-100.0,1.89,-6.14,-100.0,11.64,5.47,5.47,0.13,-4.05,CNY,2013
075130.KS,0.0,-1.04,1.29,-22.91,0.0,1.21,-0.72,-0.73,-2.01,2.32,KRW,2013
075180.KS,-17.95,0.06,-3.64,-18.73,0.0,2.63,4.39,4.39,-2.35,1.91,KRW,2013
0751.HK,0.0,-100.0,6.52,2.81,-100.0,11.97,9.36,9.36,2.2,1.56,CNY,2013
0752.HK,10.58,0.16,3.55,0.74,-3.17,6.08,3.34,3.34,3.6,5.73,HKD,2013
0753.HK,-2.22,1.25,-6.58,0.0,0.0,4.11,-9.49,-9.38,-15.6,-0.7,CNY,2013
0754.HK,0.0,-100.0,6.36,9.63,-100.0,9.21,6.52,6.52,2.95,3.64,HKD,2013
075580.KS,25.98,0.7,-3.99,-3.57,-4.06,0.7,4.33,4.3,2.16,0.99,KRW,2014
0755.HK,0.0,-100.0,-17.45,0.0,-100.0,-10.54,-18.52,-18.52,44.19,-1.67,HKD,2013
0756.HK,-4.19,7.28,-27.21,0.0,0.0,-24.79,0.0,0.0,-27.67,8.7,CNY,2013
0757.HK,-5.5,1.27,13.77,0.0,0.36,6.91,-0.51,-0.5,-1.74,-3.83,CNY,2013
0758.HK,0.0,-100.0,19.26,0.0,-100.0,-14.31,-22.02,-22.02,-1.65,-26.84,HKD,2013
0759.HK,7.1,0.0,5.14,6.89,7.91,-1.25,-0.05,-0.05,4.41,-1.04,HKD,2013
0760.HK,0.0,-100.0,-3.97,-20.83,-100.0,-4.13,24.98,24.98,-0.97,0.52,CNY,2013
0762.HK,8.9,2.43,2.08,7.37,2.51,2.18,5.07,4.95,2.72,2.12,CNY,2013
0763.HK,15.95,1.38,5.61,28.35,20.26,6.8,10.63,10.48,4.72,-1.93,CNY,2013
0764.HK,0.0,-100.0,21.88,0.0,-100.0,7.18,-0.16,-0.16,-10.75,-15.64,HKD,2013
0765.HK,0.0,-100.0,-3.68,0.0,-100.0,-6.21,-8.34,-8.34,-3.79,-15.26,HKD,2013
0766.HK,-3.13,10.98,-3.67,0.0,-18.42,-12.65,-14.0,-12.61,0.0,-7.63,HKD,2011
0767.HK,0.0,-100.0,13.07,21.23,-100.0,-8.32,-9.75,-9.75,0.14,-84.02,HKD,2013
0768.HK,0.0,-100.0,0.0,0.0,-100.0,-1.95,-1.78,-1.78,-0.82,-14.49,HKD,2014
0769.HK,0.0,-100.0,-6.53,0.05,-100.0,-3.49,-3.45,-3.45,-16.34,-1.51,HKD,2013
0770.HK,0.0,-100.0,0.0,0.0,-100.0,-23.53,-23.94,-23.94,-45.5,-45.74,USD,2011
0771.HK,5.74,6.28,3.59,9.95,14.35,11.76,14.51,13.65,3.35,4.3,HKD,2013
0772.HK,0.0,-100.0,41.81,108.55,-100.0,17.21,18.56,18.56,3.97,2.16,CNY,2014
077500.KS,12.11,0.49,14.94,31.99,6.72,12.11,10.03,9.98,8.22,5.84,KRW,2013
0775.HK,56.81,0.0,0.66,-1.59,-5.95,1.09,-1.98,-1.98,1.72,3.09,HKD,2013
0776.HK,-8.88,2.95,-1.99,21.15,20.29,9.23,0.0,0.0,-101.18,-33.09,HKD,2013
0777.HK,8.93,0.48,27.48,21.26,18.67,8.15,4.57,4.55,8.34,10.06,CNY,2013
0778.HK,22.53,1.3,3.3,1.86,-20.92,3.22,4.71,4.65,1.25,8.42,HKD,2013
077970.KS,-13.82,25.48,-2.84,-48.38,-45.63,-4.0,0.0,0.0,-3.16,2.16,KRW,2013
078000.KS,10.17,0.4,-4.72,-12.17,-11.2,0.4,1.62,1.62,3.08,4.13,KRW,2013
0780.HK,293.73,1.12,30.42,-22.84,-22.69,16.68,47.24,46.72,-19.76,2.32,CNY,2015
0784.HK,0.0,0.0,15.73,0.0,-100.0,19.45,20.98,20.98,-0.96,0.19,HKD,2015
078520.KS,38.52,5.85,-6.23,-3.05,-29.22,-2.2,-4.15,-3.92,0.56,-9.62,KRW,2013
0787.HK,-0.04,2.91,-14.68,0.0,0.0,-8.79,-28.8,-27.98,0.0,-45.44,USD,2013
0788.HK,0.0,-100.0,39.87,0.0,-100.0,1.83,6.39,6.39,2.89,1.5,CNY,2015
078930.KS,1.75,0.0,13.33,35.82,22.01,11.6,7.34,7.34,6.72,3.91,KRW,2013
078935.KS,1.65,0.0,13.33,35.82,22.01,11.6,7.34,7.34,6.72,3.91,KRW,2013
0789.HK,-143.86,16.94,-10.52,-31.79,-47.14,2.27,9.13,7.81,-15.4,-59.5,HKD,2014
079160.KS,-2.65,7.37,3.8,0.0,0.0,14.1,0.12,0.11,-6.25,-8.72,KRW,2013
079430.KS,-2.86,1.99,11.65,0.0,0.0,11.05,9.55,9.37,-6.14,3.76,KRW,2013
0794.HK,-1.99,-0.58,4.88,0.0,0.0,2.01,1.0,1.01,-3.17,4.76,HKD,2013
079550.KS,13.35,5.83,5.94,12.06,5.61,8.01,12.75,12.05,4.33,1.35,KRW,2014
0797.HK,58.2,-0.59,1.9,-5.13,-8.73,19.0,34.06,34.26,0.0,-2.35,CNY,2015
0798.HK,4.45,13.02,12.16,9.52,-6.53,13.63,20.61,18.24,2.4,3.25,CNY,2013
079980.KS,-1.58,-0.19,-4.41,0.0,0.0,-0.45,0.48,0.48,-10.53,1.1,KRW,2013
0799.HK,-9.43,2.0,23.59,0.0,0.0,13.38,11.08,10.87,-14.79,35.63,USD,2013
0800.HK,0.0,-100.0,-9.14,0.0,-100.0,6.61,7.54,7.54,1.32,-2.61,CNY,2013
0802.HK,-1.78,55.65,-16.8,-26.05,-51.98,0.23,4.46,2.86,-17.65,-10.83,HKD,2013
0803.HK,-0.1,8.0,-14.68,0.0,0.0,-1.0,-30.29,-28.05,0.0,-11.56,HKD,2011
0804.HK,0.0,-100.0,-6.45,0.0,-100.0,0.44,23.17,23.17,-24.47,-4.2,HKD,2014
0806.HK,0.0,-100.0,-6.08,0.0,-100.0,4.92,5.62,5.62,-11.5,6.05,HKD,2013
0807.HK,3.1,9.79,23.81,28.64,13.93,22.24,12.92,11.76,3.4,2.7,CNY,2013
0808.HK,34.58,0.88,2.69,-2.1,-22.57,1.69,1.23,1.21,0.75,3.21,HKD,2013
0809.HK,0.0,-100.0,-30.38,0.0,-100.0,-12.16,0.0,0.0,-25.99,-16.26,HKD,2013
081000.KS,-207.64,2.25,8.76,6.66,0.0,18.13,21.46,20.99,-0.63,3.78,KRW,2013
0810.HK,0.0,-100.0,-41.02,2.18,-100.0,-2.84,-3.41,-3.41,-64.59,-50.21,HKD,2013
0811.HK,4.66,-29.98,8.38,10.88,8.33,10.55,9.74,13.91,7.11,7.52,CNY,2013
0812.HK,-0.47,12.51,0.0,0.0,1.85,13.72,0.0,0.0,-29.81,-12.17,HKD,2013
0813.HK,0.73,-0.11,20.1,11.86,14.71,19.66,13.17,13.18,0.0,3.37,CNY,2011
0814.HK,-3.18,0.0,-0.96,-8.7,0.0,0.51,-0.68,-0.68,-0.96,1.02,CNY,2013
081580.KS,0.0,0.44,1.28,-2.16,-8.98,5.18,6.21,6.18,2.12,3.67,KRW,2013
0815.HK,-4.12,8.38,8.9,0.0,0.0,12.56,-2.23,-2.06,-6.91,-10.45,CNY,2013
081660.KS,4.93,0.44,21.42,17.99,16.65,19.49,15.78,15.72,15.18,9.56,KRW,2013
0817.HK,0.0,-100.0,19.91,8.46,-100.0,18.1,6.81,6.81,1.24,2.37,CNY,2013
0818.HK,0.0,-100.0,11.45,40.6,-100.0,13.81,10.21,10.21,5.29,7.68,HKD,2013
0819.HK,5.01,0.28,20.78,28.39,33.35,19.79,19.07,19.02,4.62,7.4,CNY,2013
0821.HK,0.0,-100.0,-0.17,-12.55,-100.0,3.56,4.49,4.49,-22.11,-29.03,HKD,2013
0822.HK,5.67,0.0,-2.01,-2.72,2.37,0.07,5.33,5.33,4.39,6.39,HKD,2013
0823.HK,13.62,-0.3,6.14,-0.36,-0.64,10.02,7.77,7.79,3.33,12.04,HKD,2014
0825.HK,-2.79,0.0,-7.78,0.0,0.0,-0.28,-5.44,-5.44,-4.52,-0.99,HKD,2013
082640.KS,3.49,4.59,12.05,0.09,-4.86,8.43,4.03,3.85,0.2,0.27,KRW,2013
0826.HK,10.46,4.08,4.54,-1.92,-3.15,7.18,8.93,8.58,3.9,3.37,CNY,2013
082740.KS,-27.41,-1.23,0.3,0.0,27.0,-5.96,-13.17,-13.33,-4.23,-2.86,KRW,2013
0827.HK,3.71,29.87,10.18,30.1,0.0,0.79,-0.07,-0.05,3.65,-8.62,CNY,2013
0828.HK,14.52,0.0,-13.32,0.0,0.0,-13.53,-16.03,-16.03,4.72,-3.98,HKD,2013
0829.HK,0.0,-100.0,-5.11,-31.81,-100.0,0.58,-0.51,-0.51,0.7,2.65,CNY,2013
0830.HK,0.0,-100.0,20.62,0.0,-100.0,22.75,7.08,7.08,4.19,4.08,HKD,2013
0831.HK,0.0,-100.0,-11.78,-7.99,-100.0,-2.66,-1.6,-1.6,7.56,11.03,HKD,2013
0832.HK,-0.05,1.99,14.8,0.0,0.0,17.92,-20.25,-19.86,-5.67,0.45,CNY,2013
0833.HK,0.0,-100.0,9.33,13.94,-100.0,9.25,9.61,9.61,9.22,-0.05,HKD,2013
083420.KS,-172.75,-0.32,3.28,-5.05,-13.33,2.17,1.6,1.6,1.48,2.64,KRW,2013
0834.HK,-5.58,0.0,1.87,-46.53,0.0,-1.95,-2.69,-2.69,-1.18,-0.54,CNY,2013
0836.HK,12.0,0.11,4.49,-2.8,-5.02,3.18,4.05,4.05,2.64,2.05,HKD,2013
0837.HK,0.0,-100.0,2.41,-1.79,-100.0,2.55,3.5,3.5,13.31,13.55,CNY,2013
0838.HK,6.86,0.02,10.01,12.63,15.42,5.85,3.39,3.39,2.84,1.45,HKD,2013
0839.HK,6.08,0.17,28.5,32.28,29.37,41.98,34.25,34.19,7.49,6.63,CNY,2015
084010.KS,3.12,-1.99,8.33,24.32,28.63,4.65,7.33,7.47,10.33,1.54,KRW,2013
0840.HK,-1.23,0.0,8.49,0.0,0.0,-0.05,-5.6,-5.6,-8.46,-5.22,CNY,2013
0841.HK,3.83,4.31,-0.97,0.32,-2.84,11.36,5.15,4.94,1.18,0.95,HKD,2013
0842.HK,3.98,0.21,15.02,22.94,0.0,8.57,6.27,6.26,4.56,1.7,CNY,2013
0844.HK,-20.56,2.97,-1.09,0.0,0.0,4.1,1.78,1.72,0.0,-3.21,CNY,2012
0845.HK,-1.24,0.0,-2.76,16.52,0.0,-1.18,0.0,0.0,-0.61,-0.82,CNY,2013
084670.KS,-5.9,-3.13,-2.16,0.0,0.0,-2.85,-4.63,-4.78,-7.73,-0.96,KRW,2013
084680.KS,31.78,2.14,17.03,0.0,0.0,8.66,13.34,13.06,1.94,1.7,KRW,2013
084690.KS,3.83,0.28,7.0,-2.0,11.7,7.53,6.1,6.08,2.06,2.27,KRW,2013
084695.KS,4.57,-1.55,7.0,-2.0,13.79,7.53,6.1,6.19,2.06,2.27,KRW,2013
0846.HK,0.0,-100.0,5.97,-9.54,-100.0,8.08,6.44,6.44,0.03,1.58,CNY,2013
084870.KS,12.14,0.0,-10.57,0.0,-19.04,-14.2,-13.38,-13.38,4.41,-20.93,KRW,2013
0848.HK,4.7,-0.04,1.5,-4.18,-13.28,10.73,10.0,10.01,0.5,1.62,CNY,2013
0851.HK,-19.09,1.9,0.53,0.0,-20.51,6.74,0.0,0.0,-2.7,-44.66,HKD,2013
0852.HK,0.0,-100.0,-26.69,0.0,-100.0,-4.11,3.12,3.12,0.42,0.04,HKD,2013
085310.KS,5.89,8.41,-11.21,0.0,0.0,-4.76,-0.39,-0.36,5.77,-10.92,KRW,2013
085370.KS,0.0,3.04,19.74,55.28,0.0,12.95,19.06,18.5,21.32,-3.38,KRW,2013
0853.HK,-5.47,2.66,20.68,0.0,0.0,25.46,12.59,12.27,-16.77,-2.29,USD,2013
0854.HK,104.35,0.56,-0.21,0.03,-23.67,3.38,2.46,2.45,3.94,2.95,HKD,2014
0855.HK,3.12,1.54,20.02,22.86,28.51,18.27,9.6,9.45,10.22,8.98,HKD,2014
085620.KS,3.16,0.61,-3.26,-100.0,-11.29,5.28,-1.49,-1.48,0.15,0.26,KRW,2014
0856.HK,0.0,-100.0,7.53,7.26,-100.0,13.05,9.48,9.48,2.39,3.24,HKD,2013
0857.HK,6.22,0.0,4.09,0.0,1.61,1.48,0.84,0.84,5.74,2.7,CNY,2013
0858.HK,0.95,4.11,-7.63,0.0,31.32,6.98,8.0,7.68,9.93,1.76,HKD,2013
0859.HK,0.53,5.59,-0.8,-31.32,-3.62,-9.32,-1.71,-1.62,0.0,1.53,HKD,2012
0860.HK,-3.38,28.13,-5.97,0.0,0.0,4.75,2.56,2.0,0.0,-6.74,HKD,2012
0861.HK,0.0,-100.0,-14.6,-13.33,-100.0,-1.51,0.74,0.74,2.03,1.69,HKD,2013
086280.KS,6.32,0.0,8.58,12.23,10.58,11.84,12.74,12.74,8.64,5.64,KRW,2013
0862.HK,-9.28,9.0,14.6,0.0,0.0,11.46,5.67,5.2,-6.73,-5.24,HKD,2013
0863.HK,0.0,-100.0,-11.48,0.0,-100.0,17.45,4.46,4.46,-22.53,-16.1,CNY,2013
0864.HK,0.0,-100.0,1.68,-8.08,-100.0,0.19,0.21,0.21,1.65,-0.48,HKD,2013
0865.HK,0.0,-100.0,-100.0,0.0,-100.0,130.62,0.0,0.0,2.31,1.99,CNY,2013
0866.HK,0.0,-100.0,-11.0,8.11,-100.0,-9.11,-43.69,-43.69,5.82,13.78,CNY,2013
086790.KS,3.04,1.11,8.36,-100.0,15.24,7.56,6.93,6.85,0.63,0.6,KRW,2013
0867.HK,8.51,0.18,17.15,20.24,19.88,18.64,18.52,18.49,25.59,27.79,CNY,2013
0868.HK,9.73,0.23,11.16,9.41,3.65,11.47,11.29,11.26,9.98,13.55,HKD,2013
0869.HK,0.0,-100.0,-12.39,-26.42,-100.0,1.33,3.07,3.07,0.83,-0.14,HKD,2013
0871.HK,0.0,-100.0,-9.78,0.0,-100.0,-6.36,-9.05,-9.05,-16.69,-10.25,CNY,2013
0872.HK,-0.21,16.7,0.5,88.2,15.98,-0.26,0.0,0.0,0.0,-27.9,HKD,2012
0873.HK,0.0,-100.0,52.63,13.53,-100.0,47.07,79.93,79.93,-7.51,4.75,CNY,2017
0874.HK,8.57,2.73,16.72,20.59,13.71,22.24,18.38,17.89,5.59,6.42,CNY,2013
0875.HK,0.0,-100.0,15.73,-8.32,-100.0,14.94,12.02,12.02,-5.31,-24.13,HKD,2013
0876.HK,0.0,-100.0,-5.41,25.33,-100.0,6.05,4.19,4.19,-23.29,-9.85,HKD,2013
0878.HK,-7.13,-0.02,-2.49,0.0,0.0,0.73,2.92,2.92,-1.18,1.27,HKD,2013
0880.HK,-8.6,0.69,-25.15,0.0,0.0,2.44,-4.14,-4.11,-14.91,0.78,HKD,2013
0881.HK,8.97,3.13,11.55,14.07,16.84,-100.0,22.48,21.79,9.55,-11.2,CNY,2013
088260.KS,145.9,-10.98,2.08,5.13,0.0,5.47,-5.84,-6.56,0.28,0.41,KRW,2016
0882.HK,0.0,-100.0,-3.17,7.22,-100.0,2.12,0.96,0.96,2.4,2.95,HKD,2013
088350.KS,1.81,0.2,10.87,5.5,8.16,7.75,-0.34,-0.34,0.46,0.33,KRW,2013
0883.HK,3.24,0.47,4.55,10.53,10.24,4.57,6.4,6.37,15.53,8.41,CNY,2013
0884.HK,0.49,6.64,33.25,23.44,15.21,36.19,23.54,22.08,0.0,2.51,CNY,2012
0885.HK,-0.07,48.27,0.0,22.32,-16.12,5.42,0.0,0.0,0.0,-79.09,HKD,2010
0886.HK,-3.15,2.38,-12.03,0.0,0.0,-2.68,-16.84,-16.45,0.0,-5.91,HKD,2012
088790.KS,7.35,2.45,-9.3,-0.35,37.66,-3.84,4.83,4.71,3.54,2.38,KRW,2013
0887.HK,5.13,-0.16,-6.31,-2.37,-2.71,1.29,1.06,1.06,4.13,3.66,HKD,2013
0888.HK,-0.67,2.95,-23.5,0.0,0.0,-13.72,-21.17,-20.57,-59.24,-17.19,HKD,2013
0889.HK,0.0,-100.0,-0.88,3.98,-100.0,2.22,2.23,2.23,3.04,3.61,HKD,2013
0891.HK,3.0,9.24,-0.27,-9.84,-26.37,6.22,6.6,6.04,0.0,-8.31,HKD,2010
0893.HK,128.43,0.9,-7.26,-34.92,-43.84,-15.58,-17.46,-17.31,0.09,0.09,CNY,2013
089470.KS,8.71,-1.09,1.46,-5.71,-5.99,1.09,8.29,8.38,1.92,1.74,KRW,2013
0894.HK,0.0,-100.0,3.78,-0.82,-100.0,1.69,-0.43,-0.43,1.34,1.52,HKD,2013
089590.KS,-7.91,2.91,4.07,0.0,0.0,25.89,18.27,17.75,-10.61,-2.95,KRW,2014
0895.HK,-2.68,0.4,10.47,0.0,0.0,15.23,5.76,5.74,-6.0,3.7,CNY,2013
0896.HK,-31.62,4.28,-3.03,-20.78,0.0,9.33,13.02,12.49,2.01,7.72,HKD,2014
0897.HK,-5.96,28.67,6.22,6.42,0.0,15.65,4.55,3.54,-1.16,-2.24,HKD,2013
089860.KS,10.1,2.02,13.37,13.71,10.27,13.69,17.91,17.55,1.37,0.88,KRW,2013
0898.HK,0.0,-100.0,2.67,-7.43,-100.0,5.59,6.63,6.63,2.82,4.63,HKD,2013
0899.HK,-0.2,120.39,-16.88,0.0,-51.32,9.43,13.71,6.22,-23.3,-7.53,HKD,2013
08N.WA,-10.43,0.0,-25.42,-10.23,-4.08,2.01,-1.26,-1.26,-5.99,-1.24,PLN,2013
090080.KS,15.16,13.04,16.19,35.51,8.44,14.83,9.46,8.36,2.58,-15.4,KRW,2013
0900.HK,6.05,0.0,1.58,3.25,5.93,0.64,5.79,5.79,6.66,6.2,HKD,2014
0901.HK,0.0,-100.0,-100.0,-0.72,-100.0,-2.96,0.0,0.0,-47.43,-212.51,HKD,2013
0902.HK,-15.04,-1.64,7.03,-21.08,0.0,7.5,4.16,4.23,-2.12,-0.24,CNY,2013
